9.52	1.17344	0.144395
9.52	1.1936	0.144395
9.52	1.21377	0.144395
9.52	1.23394	0.144395
9.52	1.25411	0.144395
9.52	1.27428	0.144395
9.52	1.29445	0.144395
9.52	1.31462	0.144395
9.52	1.33478	0.144395
9.52	1.35495	0.144395
9.52	1.37512	0.144395
9.52	1.39529	0.144395
9.52	1.41546	0.144395
9.52	1.43563	0.144395
9.52	1.4558	0.144395
9.52	1.47597	0.144395
9.52	1.49613	0.144395
9.52	1.5163	0.144395
9.52	1.53647	0.144395
9.52	1.55664	0.144395
9.52	1.57681	0.144395
9.52	1.59698	0.144395
9.52	1.61715	0.144395
9.52	1.63732	0.144395
9.52	1.65748	0.144395
9.52	1.67765	0.144395
9.52	1.69782	0.144395
9.52	1.71799	0.144395
9.52	1.73816	0.144395
9.52	1.75833	0.144395
9.52	1.7785	0.144395
9.52	1.79867	0.144395
9.52	1.81883	0.144395
9.52	1.839	0.144395
9.68667	0.850736	0.144395
9.68667	0.870904	0.144395
9.68667	0.891073	0.144395
9.68667	0.911242	0.144395
9.68667	0.93141	0.144395
9.68667	0.951579	0.144395
9.68667	0.971748	0.144395
9.68667	0.991917	0.144395
9.68667	1.01209	0.144395
9.68667	1.03225	0.144395
9.68667	1.05242	0.144395
9.68667	1.07259	0.144395
9.68667	1.09276	0.144395
9.68667	1.11293	0.144395
9.68667	1.1331	0.144395
9.68667	1.15327	0.144395
9.68667	1.17344	0.144395
9.68667	1.1936	0.144395
9.68667	1.21377	0.144395
9.68667	1.23394	0.144395
9.68667	1.25411	0.144395
9.68667	1.27428	0.144395
9.68667	1.29445	0.144395
9.68667	1.31462	0.144395
9.68667	1.33478	0.144395
9.68667	1.35495	0.144395
9.68667	1.37512	0.144395
9.68667	1.39529	0.144395
9.68667	1.41546	0.144395
9.68667	1.43563	0.144395
9.68667	1.4558	0.144395
9.68667	1.47597	0.144395
9.68667	1.49613	0.144395
9.68667	1.5163	0.144395
9.68667	1.53647	0.144395
9.68667	1.55664	0.144395
9.68667	1.57681	0.144395
9.68667	1.59698	0.144395
9.68667	1.61715	0.144395
9.68667	1.63732	0.144395
9.68667	1.65748	0.144395
9.68667	1.67765	0.144395
9.68667	1.69782	0.144395
9.68667	1.71799	0.144395
9.68667	1.73816	0.144395
9.68667	1.75833	0.144395
9.68667	1.7785	0.144395
9.68667	1.79867	0.144395
9.68667	1.81883	0.144395
9.68667	1.839	0.144395
9.85333	0.850736	0.144395
9.85333	0.870904	0.144395
9.85333	0.891073	0.144395
9.85333	0.911242	0.144395
9.85333	0.93141	0.144395
9.85333	0.951579	0.144395
9.85333	0.971748	0.144395
9.85333	0.991917	0.144395
9.85333	1.01209	0.144395
9.85333	1.03225	0.144395
9.85333	1.05242	0.144395
9.85333	1.07259	0.144395
9.85333	1.09276	0.144395
9.85333	1.11293	0.144395
9.85333	1.1331	0.144395
9.85333	1.15327	0.144395
9.85333	1.17344	0.144395
9.85333	1.1936	0.144395
9.85333	1.21377	0.144395
9.85333	1.23394	0.144395
9.85333	1.25411	0.144395
9.85333	1.27428	0.144395
9.85333	1.29445	0.144395
9.85333	1.31462	0.144395
9.85333	1.33478	0.144395
9.85333	1.35495	0.144395
9.85333	1.37512	0.144395
9.85333	1.39529	0.144395
9.85333	1.41546	0.144395
9.85333	1.43563	0.144395
9.85333	1.4558	0.144395
9.85333	1.47597	0.144395
9.85333	1.49613	0.144395
9.85333	1.5163	0.144395
9.85333	1.53647	0.144395
9.85333	1.55664	0.144395
9.85333	1.57681	0.144395
9.85333	1.59698	0.144395
9.85333	1.61715	0.144395
9.85333	1.63732	0.144395
9.85333	1.65748	0.144395
9.85333	1.67765	0.144395
9.85333	1.69782	0.144395
9.85333	1.71799	0.144395
9.85333	1.73816	0.144395
9.85333	1.75833	0.144395
9.85333	1.7785	0.144395
9.85333	1.79867	0.144395
9.85333	1.81883	0.144395
9.85333	1.839	0.144395
